Darija (Arabic),English
وتجيب عاءلتها يدوزو عندنا الصيف ... قلنا زعما نتعاملو معاها باللتي هي احسن بلا منرجعو,And her family should come spend the summer with us... We said we would treat her in the best way without retaliating.
دراري صغار .. فاش شفت السيدة طالعة للسماء وزايدة فيه و فاش كنقول ليها نمشي,"Little kids... when I saw the lady rising to the sky and exaggerating, and when I told her, ""Should I go?"""
نطلو على الوليدة مكتبغيش وكنجي انا ونخليها فالدار مع مها .. و الى بغاو يجيو,"I check on my mom, she doesn't like it, and I come and leave her at home with her... and if they want to come."
عاءلتي عندي كتهملهم ... تصبح ناعسة ولا طيب اللي كان ولا تخليهم فالدار وتخرج هي,"My family feels neglected by me... either I sleep, cook whatever, or leave them at home and go out."
تسخر وتسكن ولادوز عند مها وخواتاتها وتعطل ... ولا تخرج تسارا هي وختها حتى ترشق,She jokes and stays at Maha's place with her sisters and delays... and doesn't go out wandering with her sister until it's late.
ليها وتجي ... طيب العشا مع 12 دالليل ولا 1 ماعندها غرض تعطل ومعارفانيش انا,"She comes late... cooking dinner at 12 or 1 at night, she doesn't care about being late, and she doesn't know me."
كنصبح خدام ... جابت الخدامة الاولى جرات عليها جابت التانية جرات عليها والثالتة والرابعة ..,"I keep working... She hired the first maid and fired her, then hired the second and fired her, and the third and the fourth..."
هادو كااملين فيهم الديفو الا هي ! ! ! مشات ليها سنسلة سباتها فختي اللي,"All of them have flaws except her! She lost the chain of her sleep, my sister."
كانت عندي فالدار ... رجعات بحالها كتبكي .. سلختها مشات كتشكي فالكوميساريا صدق الكوميسير صاحبي,"She was at my house... she came back crying... I hit her, and she went to complain at the police station, but the commissioner turned out to be my friend."
عيط ليا كيضحك قالي شكات بيك ... غضبات فدارهم حتى شبعات كن ما الوليدة الله,"He called me laughing and said, ""She complained about you... She got angry at her family until she had enough, if it weren’t for my mother, God..."""
يرحمها اللي جات تدخلات بالصلح والله ماتعاود ترجع ... وكتحرش الولد عليا حتى رجع مكيحملنيش,"May she rest in peace; she came to mediate for reconciliation, and I swear she won't come back... and she's inciting the boy against me to the point he no longer likes me."
... انا اللي ما مزيانش وانا اللي خايب وانا اللي منسواش ... واللي فيضات الكاس,"""... I'm the one who's not good, I'm the bad one, I'm the unforgettable one ... and the one who overflowed the cup."""
هي هادي شهر دابا نضت معاها جريت عليها وخرجت .. وفاش رجعت للدار لقيتها هوات,"It's been a month now since I kicked her out, and when I came back home, I found it empty."
الفراش كامل بقاو غير الحيوط ... رحلات كلشي ومشات شفت فيه بأسى وقلت : وشنو,"The furniture is all gone, only the walls remain... They took everything and left. I looked at him sorrowfully and said: ""And what?"""
ناوي دير؟ نرجعها؟ ضحك بسخرية وقال : نرجعها ! ! ! مشات المرحومة اللي كنت,What are you planning to do? Return it? He laughed sarcastically and said: Return it! ! ! The late one I used to...
صابر على قبلها ... اما دابا غير نجلس فدار باها .. الى كانت كتسنى مني,I was patient before... but now I'll just sit in her father's house... if she's waiting for me.
نجي نرجعها راه كتحلم صوفيا : وشنو غادير؟ غطلقها ! ! زين الدين : انا,"Sophia is dreaming: ""What will you do? Divorce her!"" Zinedine: ""Me."""
بغيتها هي طلب الطلاق ... على هادشي اللي دوزات عليا وفالاخر نطلقها وطلع هي ب,"I wanted her to request the divorce... after everything she put me through, and in the end, I divorced her, and it turned out she was the one at fault."
10 دالملوين ... مشروع مربح ليها وهي اللي صادقة ليها خرجت عيني بالصدمة : كفاش,"10 million... A profitable project for her, and she's the one who benefited from it, left me shocked: How?"
10 دالملوين ! ! ! قالها ببرودة : 10 هي اللي كتبات ليها مها فضهر,10 million! ! ! He said it coldly: 10 is what her mother wrote on her back.
الكاغيط .. يعني الى بغيت نطلق خصمي نحط ليها 10 دالمليون ... وحتى الى بغيت,"The paper... meaning if I want to divorce, I have to give her 10 million... and even if I want to..."
نحطها ليها ... مغنحطهاش هاكاك بااردة بالساهل ... حتى نربي والديها مزيااان ... حيت صبرت,I’ll make her pay ... I won’t let it slide easily ... until I teach her parents a good lesson ... because I endured.
شحال على قبل الواليدة اللي كان فيها السكر وخايف توقع ليها شي حاجة بسبب عاد,How much because of the mother who had diabetes and is afraid something might happen to her because of it?
المشاكل ... هه ! شحال وهي دايرة مابغات وتجي فاللخر تاخد 10 دالملوين وتمشي ضااحكة,"The problems... Ha! For so long they've been ongoing, and in the end, she takes 10 million and leaves laughing."
.. افير وااعرة هادي ! صوفيا : فهمتك .. ولاكن هي الى مابغاتش تطلب الطلاق,".. This is a serious matter!  
Sophia: I understand you... but if she doesn't want to ask for a divorce."
! شنو غادي دير ؟ زين الدين : تبقا فدار باها .. ماهي مزوجة ماهي,What are you going to do? Zinedine: She stays at her father's house... she's neither married nor anything.
مطلقة .. بغات غير الضدد غنشدو معاها دابا ... داك حنيان الراس اللي كنت دتيرو,"Divorced... she just wants the opposite, we'll deal with her now... that head-bowing I used to do."
على قبل الواليدة الله يرحمها صافي سالا ... وهي كتسنى دابا نرجع نحزرها ترجع كما,"For the sake of my mother, may God have mercy on her, it's over... and now she's waiting for me to come back and comfort her so she can return as before."
موالفة .. تما بقات حدا مها تصرف عليها صوفيا : ايوا و انا شنو من,"Used to it... She no longer stayed with her mother to spend on her.  
Sophia: So what about me?"
هادشي كامل ؟ ! قرب للطبلة ليا فيدي وقال : نتي هي علامن كنت كنقلب,"""Is that all?! He brought the table closer to me, handed me the cup, and said: You are the one I was looking for."""
من شحال هادي ... خلي هاكا ... خلي الامور تمشي كما بغات ومايكون غير الخير,"A long time ago ... let it be ... let things go as they wish, and everything will be fine."
... تيقي فيا بقيت ساكتة كنشوف فيه .. شفت راسي تعطلت مشا عليا الحال ونضت,"... Trust me, I stayed silent, looking at him... I realized I was late, time had passed me by, so I got up."
