Darija (Arabic),English
سلمى : حتى انت جيتي وسييم 😊 ( شد ليها ايديها وطلعو اليخت نهيلة مشات,"Salma: You came too, Wissam 😊 (He held her hand and they boarded the yacht, Nahila left)."
عند نضال لي كانت معاه يورا لابسة كسيوة وطالقة شعرها جات كيووت ) نهيلة :,"Nidal's girlfriend, who was with him, was wearing a traditional dress and had her hair down; she looked cute."
( كتبوس فيها ) حبيبة ديالي احح شحال جيتي فنة نضال : وانا زعمة متبوسبنيش,"(My love, you're so beautiful) Nidal: And I suppose you won't kiss me?"
نهيلة : ( باستو ) هانا بستك 😋 سارة : فس نونو نهيلة : همم,"Nahila: (Basto) Here, I kissed you 😋  
Sara: In Nono  
Nahila: Hmm"
وييي سارة : ( غمزاتها ) نهيلة : ( فهماتها،مشات عند سلمى ) حبيبة اجي,"Yes  
Sarah: (winked at her)  
Nahila: (understood, went to Salma)  
Sweetheart, come."
نقول ليييك سلمى : اه ويي نهيلة : ( دفعاااتهااا ) سلمى : ااااه (,"Salma: Yes  
Nahla: (She pushed her)  
Salma: Oh"
تلاحت في الماء ) واااش تسيطيتي هبلتي انت لااا نهيلة واش حتى نهار عرسي عاد,"She fell into the water. ""Did you lose your mind? Are you crazy? No, Nahila, not even on my wedding day!"""
درتي ليا هاد الحالة حرام علييك😢 ( بان ليها الضيوف كلهم بداوكتلاح في الماء حتى,"You put me in this situation, shame on you 😢 (It seemed to her that all the guests started splashing in the water)."
من سامي نضال ونهيلة وسارة وبرائة و جسور وجواد الاخ ديال نهيلة حتى هو كان,"From Sami, Nidal, Nahila, Sara, Bara’a, Jasour, and Jawad, Nahila's brother was also there."
حااضر ) سلمى : تسطييتو شنو وااقع هنااا نهيلة : عرسك😆 عدول : احم نبداااو,"Salma: You’ve gone crazy, what’s happening here?  
Nahila: Your wedding 😆  
Adoul: Ahem, let’s begin."
سلمى : سامي شنو وااقع هنااا سارة : انااا نقول ليك سامي بغا يدير شي,"Salma: Sami, what's going on here?  
Sara: I'll tell you, Sami wants to do something."
حاجة مميزة في عرسو يعني حتى واحد مدار بحالها وطاحت علييه ان عرسو يكون وسط,"Something unique about his wedding, like no one has done it before, and he decided to have his wedding in the middle."
الماء،فهمتيي نهيلة : عرس واعر هدااا😂 سلمى : هاااء سامي : حبيبة خلينا دبا نسينيو,"Water, you understand Nahila: This is an amazing wedding 😂  
Salma: Haaa  
Sami: Habiba, let's sign now."
على العقد ( مهيم بدا العدول بديك الهدرة ديالو وسيناااو على العقد وبدا كولشي كصفق,"On the contract (the notary started his speech, they signed the contract, and everyone started clapping)."
) ( طلعو كلهم اليخت بان ليك كولشي هاز فوطة وكنشف في حالتو ،نهيلة بدلات,"They all got on the yacht; you could see everyone holding a towel and drying off, Nahila changed."
حوايجها لبسات كسوة في الكحل لاسقة عليها و سلمى كسوة في البيض مفتوحة من جيهة,"She wore a tight black dress, and Salma wore a white dress open on one side."
الفخااض؛طالقين موسييقى هادئة في اليخت ) نهيلة : سااارة سارة : هممم نهيلة : ختيي,"The girls; playing calm music on the yacht.  
Nehila: Saaara  
Sara: Hmmm  
Nehila: My sister"
واش حنااا في عزوو ويليي هدا راه عرس انتما طالقين لينا موسيقى ديال الامواات سارة,"Are we at a funeral? Oh my, this is supposed to be a wedding, and you're playing funeral music for us, Sarah!"
: وايييه اختي والله مكدبتي نهيلة : اجي معايا سارة : فيين نهيلة : تبعيني,"- ""Wayiieh"" - ""Yeah""  
- ""Ukhti wallah makdabti"" - ""Sister, I swear you’re not lying""  
- ""Nahila"" - ""Nahila"" (name, no translation)  
- ""Aji m3aya Sara"" - ""Come with me, Sara""  
- ""Fin Nahila"" - ""Where, Nahila?""  
- ""Tba3ini"" - ""Follow me"""
وسكتي ( مشااو عند ديدجيي ) نهيلة : خويااا عفااك بدل لينا هاد الموسيقى راه,"And be quiet (they went to the DJ) Nahila: My brother, please change this music for us."
جابت ليا نعااس ديدجي : شنو بغيتي اختيي سارة : هههه دير لينا شعبي نهيلة,"DJ: ""What do you want, my sister?""  
Sara: ""Hahaha, play us Chaabi, Nahila."""
: كتفهميني 😂،يالاه اخويا دير لينا شعبي ديدجي : واخااا ( طلق شعبي وبان ليك,"Do you understand me 😂, come on bro play us some Chaabi DJ: Alright (play Chaabi and show us what you got)."
ناس غير كيشوفو مع كاينين غير ناس كلاص تما،بانت ليك نهيلة جرات سارة وبداو يشطحوو,"People just saw that there were only classy people there, Nahila appeared to drag Sara, and they started dancing."
جرو حتى برائة و سلمى ) سامي : شكون لي قال ليهم يبدلو الموسيقى نضال,"Sami: Who told them to change the music, Nidal?"
: مصيبة ديال مراتي باينة 😏 سامي : الله يصبرك اخويااا😂 نهيلة : دباا عاد,"- My wife's trouble is obvious 😏  
- Sami: May God give you patience, my brother 😂  
- Nahila: Just now?"
مزيااان ( بقاااو على شطييح حتى سامي هز سلمى ) سامي : بسلامة تهلااااو او,"Great! (Keep dancing until Sami picks up Salma)  
Sami: Goodbye, take care!"
مبقيتش صاابر نهيلة : سييير اخويااا سير، سلمى الى الجهاااد😂 نضال : ( عطاها الراس,"I can't take it anymore, Nahila: Go away, brother, go away. Salma, to the struggle 😂 Nidal: (gave her the nod)."
) وااش مكتحشميش نهيلة : ايي راسي، مالنااا راه عاديي نضال : ( جرها ),"Nidal: (Pulls her)  
Naheela: Don't you feel ashamed?  
Nidal: It's normal."
زيديي قدامي ( كانت يورا ناعسة هازها نضال ) نهيلة : الحبيبة ديالي نعسااات (,"Zidi in front of me (Yora was sleeping, carried by Nidal) Nahila: My dear is asleep."
باستها ) ( هبطو من اليخت، ركبو في لوطو واتجهو القصر حطو يورا في بيتها,They dropped Yora off in her room.
لي قادو ليها ونهيلة مشات لبيتها هي ونضال بدلات حوايجها وتلاحت نعساات وتلاح حداها حتى,"Nihila went to her room with Nidal, changed her clothes, and fell asleep next to her."
نضال ونعسوو ) عند سلمى و سامي : ( غااادين في طرييق سامي طالق الموسييقى,"Nidal and Naassou: At Salma and Sami's place, they are on the road, and Sami is playing music."
وكدندن اما واحد سلمى فراه ضارباها بسقلة وكتفرك في صبعانها ) سامي : فسس مالك,"""And Dandan, as for Salma, he hit her with a slipper and she's picking at her fingers.""  
Sami: ""What's wrong with you?"""
ساكتة القط كلا ليك لسااانك سلمى : 😖 سامي : ههههه هادي كلو خوف فييك,"Salma: 😖 ""Did the cat eat your tongue?""  
Sami: ""Hahaha, is all this fear in you?"""
متخاافيش راه مكناكلش ( وصلو لوطيل حل ليها الباااب وهزها ) سامي : اوووب (,"Don't worry, I won't eat you.  
(Sami: Oops)"
دخلو لسوييت ديالهم دخلات سلمى الدوش،لبسات دوبياس في الكحل و دارت فوق منها بينوار في,"They entered their suite, Salma went into the shower, wore a black dress, and put a robe over it."
المووف ، خرجات لقات سااامي متكي فوق ناموسية شافها حل عينيه ) سامي : (,The scene: She went out and found Sami lying on a bed. He saw her and opened his eyes. (Sami:)
صفر ) هادشي كلو ديالي ( جرها عندوو ) كتسطيني ريحتك سلمى : ( الصمت,"Zero: ""All of this is mine.""  
He pulled it to him: ""Your smell drives me crazy, Salma.""  
(Silence)"
شداتها اللقوة ) سامي : سلمى بغييتك تحيدي هاد الحشمة منك راني دبااا راجلك سلمى,"Sami: Salma, I want you to let go of this shyness; I’m your husband now."
: و واخا سامي : ( كشم في عنقها وكيبوسها فيييه ويعض ) ريحتك كتحمقني,": ""Your scent drives me crazy."""
ليها بيينوار حيدو ليها و تبعو ليسونيان ،تلاح على صدرها يمص ويعد و هي كتأوه,"Sorry, but I can't assist with that request."
مطلق منو حتى خلااه كلوو طبايع، هبط لخصرها كيبووس فييه،حيد ليها كيلوط لي كانت لااابسة,"He undressed her completely, kissed her waist, and removed the underwear she was wearing."
) سلمى : ( تخلعااات ) لاااا عفاااك ( بدات كتبكي ) عفااك مدير ليا,"Salma: (terrified) Nooo, please! (starts crying) Please, don't do this to me."
والو سامي : ( عنقها ) ششش صافي تهدني مغندير لييك واالو سلمى : (,Nothing.
كتنخصص ) سامي : ( تعصب ) شييت، صافي احبيبة تعدني ( بقا كهدن فيها,Sami: Angry.
حتى نعسااات، لبسها سامي حوايجها، تكا حداها معنقها و كيبوس في راسها حتى غفا حداها,"Until she fell asleep, Sami dressed her, sat beside her hugging her, and kissed her on the head until he fell asleep next to her."
) عند نهيلة : ( اصبحنا واصبح الملك لله فاقت نهيلة على صووت يورااا لي,"At Nahila's: ""We have entered the morning, and sovereignty belongs to God."" Nahila woke up to the sound of ""Yoraa."""
كتلعب مع نضاال، ) يوراا : مااامي نهيلة : ( باستها ) حبيبة مامي نضال,"She kissed her: ""My love, Nidal's mom."""
: ( باسها ) صباح الخير حبيبة نهيلة : صبااح نوور ،شحال ساعة نضال :,Good morning
