english,darija
"All my respects. In fact, I saw a group in your name on Facebook and it surprised me!",Tous mes respects . End effect j ai vu un groupe end ton nom Sur fb et ca m & # 39 ; a étonné !
I love you more than anything ❤,Awal j & # 39 ; aime mn 3ndi ❤
"My sister, we have been following you for a long time and we have benefited a lot from you. I hope you don't stop without explaining. And it's not flattery, continue my sister, those are just envious people. May God expose them, it's better.",Han akhti mtab3inik man zmaaaaaan o stafadna manak ktiiiiiiiiiir inssana matkhal9a blama tcharhi < br > O machi mojamala kamli akhti hadok ri lhossad < br > D3ihom Llah afdal
"Mrs. Halima, I'm the one who messaged you. I want to place an order with you, please reply to me.",Madame Halima ana li sawltak bgit nadir mank la commande stp jawbini
It contains too much sugar and butter.,Contiene troppo zucchero e burro
"Please excuse us from the salt, doctor, he forbade us from eating sweets 💔",3afak ktrina mn lmalh rh tbib man4 3lina lhlawa 💔
You can follow ELA I beg you 🇲 🇦 🇲 🇦 🇲 🇦 my mini blog channel Barcelona 🇲 🇦 🇲 🇦 thank you,Momkin motaba3a ELA abgito 🇲 🇦 🇲 🇦 🇲 🇦 9anati mini blog Barcelona 🇲 🇦 🇲 🇦 chokran
"Please, my sister, I saw the comment you replied to me, may God have mercy on your parents. I put a lot of oil in my hair, what should I add to it to make it hold?",3afak akhti lichaft lkomontir tjawbni lah irhm lwalidin rani ktrt zit fslo chno ghanzid lih bach ichd raso
"May God give you health, I tried it and it was delicious, my girl.",Lah ya3tuk saha jarabtha tbarkalah bninaaa
"Good luck. Do what you have to do, my girl. I love you very much. May God be with you 🤲",Bon courage . Faites ce que vous avez à faire benti . Je t aime beaucoup . Rbi m3ak 🤲
"Hello, I would like to make it. Can you please give me the recipe in French?",Bonjour j & # 39 ; aimerais en réalisé pouvez vous me donner la recette en français svp
"Sit down, please.",s3dat rajlk
"Absolutely, you're right, I'm not yours and I've unsubscribed.",Tout a fait o kont mt2akda anaho machy dialk o desabonit
"I deserve you more, my love. I missed you from my heart.",Tstahli ktar lhbiba dyli frt lik man 9lbi
"Go with God, my love, my bride 🥰",Macha alah alike habebty groos 🥰
"You amazed me, but I can't do it.",3jbtni wlkin mn9derch nderh
"Désolé, je ne peux pas fournir de traduction en français car vous m'avez demandé de traduire du marocain vers l'anglais uniquement. Veuillez fournir une phrase en marocain si vous souhaitez une traduction en anglais.",Svp traduction en français
"Hello dear,
God bless you, you look beautiful.
Please sister, what butter did you use?",Salam hbiba < br > Tbarkelah 3lik lahcya3tik saha < br > 3afak akhti achmen zebda li derti
"Thank you so much, sister Halima. I always try your recipes. Please, how much yeast did you use for the chebakia dough?",Tbarklah 3lik khti Halima dima kanjrb lwasafat dyalk tob 3afak chhal khrjat kili thin dyal chbakya
May God give you health.,lah y3tik saha
"May God protect you, sister Halima ❤ ❤ ❤",Lah hafdak 5ti halima ❤ ❤ ❤
"Hi sister, if you want to place an order, where can I reach you?",Salm khati ila brit chi komond fin ntwasl m3ak
There is no power or strength except with Allah.,La hawla wala kowata ila bi allah
"May God protect you from evil people, amen. May God accept it. I always follow your advice. May God protect you. 😊",Rabi yhfdak mn char lkhal9 amine yarbi lah yt9abl ana dima kantba3 tiyabak rabi yhfdak 😊
"You are great, you deserve more.",tu es top tu mérite pluys
"God bless you, sister Halima, you look beautiful.",Bayna zwina llh y3tik saha khti halima
May God keep Lina for Halima.,Lah ykhalik Lina lala halima
Come 👍 ❤ ️ 🤲,Zuwena 👍 ❤ ️ 🤲
"Sister Halima, what's the name of your grass and how much are you selling it for? I want to buy it from you.",Khti hlima chnoo smit lhachwr dylk w9fa nchriha 3fk
"Halima, please make a dessert video without chocolate.",5ti halima diri 3afak chi vidye dyal hlwa tken bla choklat
"Thank you, sister Halima. If a recipe calls for animal butter, how much oil should I use instead? I hope you can answer me.",Tbrklh 3lik khti halima 3afaj ila darba zobda hayawaniya chhal ndiro zit ntmana tjawbini
"God has willed your excellence, you're always top-notch.",Machaa llah 3lik dima top
"Translation:
You deserve it, my dear, I swear. I always tell them I'm the nephew of my aunt Halima. A thousand congratulations! I'm waiting for your program.",Machaaalah habibati wlah hta tstahli ana kn9olhom dima ana ander chihiwa dyal khalti halima alf mabrok wana kntsna brnamaj dyalk
Few of,Pœ de
Why don't you eat from the tagine because I saw you not breaking bread from the middle? Bless you.,Wesh makay7lsh fl 9li hit shftk makat9rssihash mn l wast ? Tbarkalah alik
May Allah protect you and grant you health.,ALLAH YHAFDAK WYA³TIK SAHA
"You tried hard, it was great, may God protect you.",Jarabtha jat ghzaaala lah ihafdak
"You don't need to explain to us at all, it's very clear that you are crazy, not something like that.",Nti ga3 matehtaji tcherhi lina nti baaaayna bli nti m39ouula machi dyal dakch8
"Thank you, sister Halima.",Chokran khti halima
"May God reward you with goodness. Can you please tell me the price because I want to place an order? I don't know the prices for this year, and with the prices, everything has become expensive.",Lah yjazik blkhir momkin t9oli lina taman hit ana kandirha comond mi ma3rAftch taman dyal had l3am m3a ase3ar kolchi ghla
"I'm sorry, but I like it because it's in a different form, not what I was expecting to see.",Wili hta Ana mcharka fih hsabni dialk . walakin mt3jba hit hadchi fchkl machi dakchi likont kantsna nchoufo
"Halima, my sister, I have a problem and I need your help.",Halima khti andi 9anat bghitak t3awnini
"Thank you, sister Halima.",Tbarkalah 3lik akhti Halima
May God give you good health,Lah e3tek saha 👍 👍 👍 👏 👏 👏 😘 😘 😘
I saw that group where there are a lot of men.,Ih chft dak grop fih hta rjal
"There are 1000 groups with your name on Facebook, but they are not yours.",Rah kain 1000 groupe b smitk f Facebook bayn machi dyalk
"Hello sister Halima, can I have another plate of couscous with honey, please? Thank you.",Salam okht halima wach nkdar n3awed sanida bl3sal lhor wa chokran .
"Congratulations Chef Halima, may God bless you my sister, bravo for everything you do, Chef Meriem from France.",Félicitations chef halima & # 39 ; tbarka allah Alik okhty & # 39 ; bravo pour tout de que tu fais & # 39 ; & # 39 ; chef Meriem de France & # 39 ; & # 39 ;
"I was actually looking for you on YouTube, even if I find you on Facebook, I don't message you. You are always beautiful. I like you and wish you all the best.",Ana aslan ana kan9lb 3lik f l YouTube safi wakha kanl9a f facebook matandkhlch . Raki ghzala daiman Kan3ayn ô mnk ljadid
"Thank you for always providing new content. I have been one of your fans since you started, and I follow you closely. Whenever I want to find something, I check your page first. Kiss.","Tbarklah 3lik dima ljadid , ana min 3ocha9 dialk Meli bdaite o ana mtap3ak ay haja kanbgi nwajdha kandkhol 3andk , beso"
"Can we schedule it from now until Ramadan, God willing?",Wach n9adro nwajdoha man daba lramadan incha alah
"O Allah, send prayers and peace upon our master Muhammad, his family, and his companions, and send abundant peace. Amen.",Alahouma sali wa Salim ala sayidina Mohamed wa alihi wa sahbihi wa Salim taslimane katirane amine 🙏 💓 👍 🌹 🙋
"May God bless you, all your recipes are great. Please, sister, make us a recipe for something simple, meaning without a lot of effort, with olive oil.",Mcha alah 3lik wsftk kolhom mzynin 3faki tb9ya diri lina wsfta shyan y3ni bla fors bzit zyton
I can't understand what you're saying.,May9droch iwskho lik som2a dyalk
First like ❤,Awal like ❤
"May God give you health, congratulations on your recovery.",3tak lah saha 3wacher mebroka
"God bless you, Jamila.",Jamila tbarkallah
"Hello sister, please I want the size of a kilo urgently for your mother ❤ < br > And your Ashura is blessed",ﺳﻼﻡ ﺍﺧﺘﻲ ﻋﻔﺎﻙ ﺑﻐﻴﺖ ﻗﻴﺎﺱ ﻛﻴﻠﻮو ﺿﺮﻭﺭﻱ ﻟﻤﻴﻤﻪ ﺩﻳﺎﻟﻚ ❤ < br > ﻭﻋﻮﺍﺷﺮﻙ ﻣﺒﺮﻭﻛﻪ
"Thank you, I hope all your travels are 100% successful.",Tbarkallah 3lik wasafatak koulhoum najhine 100 100
"Please, my sister Halima, make us some chocolate sweets without an oven, like these.",3afak akheti Halima diri lina halawiyat bchokolat bidouni foren bhal hado
"Congratulations, you deserve all the best.",Félicitations tsstahli koul khir
May Allah guide you.,Allah ihdi
May God give you health ❤ 👍,Allah ya3tik saha ❤ 👍
"If there is milk in the dessert, what is the amount of half a liter?",ﻭﺍﺵ ﻛﺴﺎﻥن ﺣﻠﻴﺐ ﻓﺘﺤﻠﻴﺔ ﻭﺍﺵ ﻣﻘﺪﺍﺭ ﻧﺼﻒ ﻟﺘﺮ
"Congratulations, sister Halima.",alaf mabrok akhti halima
"Sister Halima, I really like your videos, always 👍 I'm your follower from France, I swear I'm following your method, I like everything about your videos, mashallah, and before I finish watching the video, I always give you a like and share it.","Khti halima kat3jbini fchrh dyalk dima 👍 mitatbi3a dyalk mne France wlah kandir tari9a , dyalk kokchi kat3jbo machalah au dima 9bl manhl video kandirluk j aime au kanpartagih"
"Well done, you deserve it.",Bravo tu mérites
May God give you health ❤❤,Lah ya3tik saha ❤ ❤
May God bless you and protect you.,Tbrklah 3lik lahi7fdk
Can I make holala the main dish?,Wach ymkali ndir holala hiya lkrima
The girls in Meknes found my homemade cookies delicious.,Lbnat lifmknas fin l9a lkuokao bldi mn9i
"Even I was in this group. When I entered it, I saw a lot of immature and disrespectful boys.",7ta ana kant dakhla lhad group ishab lia dyalk sa3a ktachft fih wlad bzaaaf omam7tarminch rashom
"Aunt Halima, you are very well-known and respected. I love you so much.",Tata Halima nti m3rofa mohtarama bzzf ana knbghik bzzf
Everything is fine as long as you're healthy.,Ts tahli koul khir hit 3andk mat3ti
"Thank you, it looks beautiful.
I also make a similar dessert, but the shape of mine is a bit different.",Elinize saglık güzel görüküyor < br > Bende bu tatlıya benzer yapıyorum şekli biraz degişik benimkinin
"I became addicted to entering YouTube, the thing that Halima Filali did in the video, I'm doing it too. I became dependent on her ideas 😂😂😂❤️",Wlit fima nfi9 ndkhl youtube dekshi li dart halima filali f vid kandiro hta anaa sf wlit m3wla ela afkarha 😂 😂 😂 ❤ ️
Good luck,Bn courage
"Thank you, sister. Make us a kilo of steam.",ﺷﻜﺮﺍ ﺍﺧﺘﻲ ﺩﻳﺮﻱ ﻟﻴﻨﺎ ﻋﺒﺎﺭ ﻛﻴﻠﻮو .
Where can I buy the tractor that appeared at 13:09.,"ﻣﻨﻴﻦ ﻧﻘﺪﺭ ﻧﺸﺮﻱ ﺍﻟﺠﺮﺍﺭﺓ ﻟﻲ ﺑﺎﻧﺖ ﻓﻲ ﺍﻟﺪﻗﻴﻘﺔ < a href = "" https : / / www . youtube . com / watch ? v = TJT1QJkZLf8 & amp ; t = 789 "" > 13 : 09 < / a > ."
"Congratulations, you deserve more.",Mabrok 3lik tstahli ktar
May God give you some shame.,Llah i3tik sha wa3ra
You are crazy.,tu es tppp
"I swear to God, what's wrong with you? I'm following you, I swear to God.",Wlah l3adim shbli dylik ana mtb3ak fih iwlah
"Can you help me with my channel, may God reward you with goodness.",Momkin d3moni f 9anati lah yjazikom bi5ir
"My sister, you taught us a lot. May God guide them, my sister.",Ya khti chhal t3lmna m3ak wasafat lah yhdihom khti
"May God give you health, ma'am.",Y3tik ssaha lalla
Don't write on the front windshield or side windows of the car.,Maktbtich skr glassi olbid f sondo9 lwasf
There are people who don't respect other people's feelings. May God guide everyone.,Kayna nass liy marandhoumch khasna htramo macharrir dyal nass . Allah ehdi jamir 😢 😢 😢
You deserve much better than him.,Fraht lik bzaf tstahli olah
"Everything you have is great, well done, God bless you.",Kolchi 3andak top top machae lah 3lik
"Please give us some nice Eid sweets, may God make it easy for you.",3afak hoti lina halwat la3id tkon zwina lah isahal 3lik
"Thank you for the tea, it was delicious. Please, I would like a strawberry tart, now is the perfect time for it. Thank you.",tbarkallah 3lik katchahi 3afak brit tarte au fraise hada wa9to wa chikran
May God always bless you with creativity. May God grant you health and protect your children.,Tbark Allah alayk dima “ l ibdaae “ Allah yaatik sehha ou yehfade lik wlidatek 🤲 🤲 🤲 🤲 🤲 🤲 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 👍 😋 😋 😋 😋 😋 🐔 🐔 🐔 🐔 🐔 🐔 🌷 🌷 🌷 🌷 🌷 🌷 🌹 🌹 🌹 🌹 🌹 🌹 🌶 🌶 🌶 🌶
Greetings to you,🎩 🎩 🎩 tahiyali lik
Congratulations. Long live the bride and groom.,Alf Mabrouk . tahya m & # 39 ; en n & # 39 ; as toulal
"Haha, may God bring you some msemen pastries. Haha, may God have mercy on your parents.",Hhhh jabk lah tan9lb 3la bsitlat msmn hhhh lah irhm lwalidin
I'm going to your place,Chareki à yamiyatek
Please write the ingredients on the prescription box.,3aafak ktbilina lma9adir f sondo9 lwassf
"I miss you so much, I can't wait to see you.",Khtii tstahlii frht lik bzafff
"May God protect you for us, Halima is always the best.",Lah ihfdk lina yarb halima dima top
Always great,Dima top top
You have left your mark on Moroccan cuisine. You have become a reference. I take my hat off to you. Keep up the good work.,Vous avez marqué la cuisine marocaine . Vous êtes devenue une référence . Je vous tire mon chapeau . Bonne continuation .
Well done!,Bravo 🤲 👌 👏
"God bless you, my sister ♥️♥️♥️",Machalah 3alik akhoti ♥ ️ ♥ ️ ♥ ️
"God bless you, my sister.",Tbarkllah 3lik a khti
Thank you sister Halima ❤,"ﺷﻜﺮﺍ ﺧﺘﻲ ﺣﻠﻴﻤﺔ ❤ < br > < br > < br > < br > < br > < br > < br > < br > < br > < br > < br > < a href = "" https : / / www . youtube . com / watch ? v = zSPpOXwcoUg & amp ; t = 306 "" > 5 : 06 < / a >"
"You made it well, my sister. I tried it and it turned out great. My husband and children loved it. It's light, sweet, and delicious. It was perfect, my dear. May God protect you and make things easy for you.",Tbrklah 3lik akhti jrbto ja ghzaal hm9 rajli olidati 3jbhom nachf omhlol mam3jn ma walo ja ghzal lah yhfdk oysr omork
"Thank you, sister Halima. I tried today and it came out great. We will always rely on it.",Chokran akhti halima jarabto alyoum ja wa3ar radi na3tamdo dayman
"You've been waiting for a long time. May God bless you, you're always shining.",Kandirha man zman . tbarkalah 3lik dima motali9a
"Wow, they are magnificent. You always have your good recipes. May Allah protect you, mashallah.",Waouh elles sont magnifique tu es toujours avec tes bons recette Allah Il te protège mashallah
The crepes from yesterday morning turned out amazing.,Les crêpes deyal lebarah sawbthom jaw waaaa3eiiin
"May God bless you, my sister Halima. I swear to God, I have been making it for years and it is in high demand. May God reward you with goodness.",ﺗﺒﺎﺭﻙ ﷲ ﻋﻠﻴﻚ ﺍﺧﺘﻲ ﺣﻠﻴﻤﺔ ﺣﺘﻰ ﺍﻧﺎ ﻭﷲ ﺷﻲ ﺳﻨﻮﺍﺕت ﻭﺍﻧﺎ ﻛﻨﺨﺪﻣﻬﺎ ﻭﻋﻠﻴﻬﺎ ﺍﻗﺒﺎﻝ ﺟﺰﺍﻙ ﷲ ﺧﻴﺮﺍ
"Thank you, always shining 👍 👍 👍",Tbarkllah 3lik daiman mota2ali9a 👍 👍 👍
Thank you,Maxalh 3lik
What can I do to make two cups of ginger tea?,Wch momkin ndir joj kisan znjlan
"Thank you, my sister Halima, for always being kind to us. May God grant you health, happiness, and all that you wish for, God willing. 😘😘😘😘👍👍👍👍👍",Tbarkallah 3lik à khti halima dima mssahlaha 3lina Yarrabi ya3tik saha et lahna et koul matmanay inchallah 😘 😘 😘 😘 👍 👍 👍 👍 👍
